ProcessID,SampleID,CollectionNotes,HWGrad,Plot,Method,HWGrad_Description,CONTIG,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,COI-5P Seq. Length,# ambiguities
ASSBW391-18,CCDB-30297-A11,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW391-18,CCDB-30297-A11,M4,BOLD:ACN3086,,658,0
ASSBW392-18,CCDB-30297-A12,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN3086,ASSBW,ASSBW392-18,CCDB-30297-A12,M4,BOLD:ACN3086,,632,0
ASSBW393-18,CCDB-30297-B01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW393-18,CCDB-30297-B01,M9,BOLD:ACN3086,,658,0
ASSBW394-18,CCDB-30297-B02,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW394-18,CCDB-30297-B02,M9,BOLD:ACN3086,,658,0
ASSBW395-18,CCDB-30297-B03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW395-18,CCDB-30297-B03,M9,BOLD:ACN3086,,658,0
ASSBW396-18,CCDB-30297-B04,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW396-18,CCDB-30297-B04,M9,BOLD:ACN3086,,619,0
ASSBW397-18,CCDB-30297-B05,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW397-18,CCDB-30297-B05,M9,BOLD:ACN3086,,658,0
ASSBW398-18,CCDB-30297-B06,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN3086,ASSBW,ASSBW398-18,CCDB-30297-B06,M9,BOLD:ACN3086,,658,0
ASSBW247-18,BL-10540Q-A08,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN3521,ASSBW,ASSBW247-18,BL-10540Q-A08,M5,BOLD:ACN3521,,658,0
ASSBW041-18,CCDB-30294-D05,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN4385,ASSBW,ASSBW041-18,CCDB-30294-D05,M3,BOLD:ACN4385,,658,0
ASSBW096-18,CCDB-30296-A01,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN4385,ASSBW,ASSBW096-18,CCDB-30296-A01,M7,BOLD:ACN4385,,658,0
ASSBW015-18,CCDB-30294-B03,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ACN5167,ASSBW,ASSBW015-18,CCDB-30294-B03,M8,BOLD:ACN5167,,658,0
ASSBW043-18,CCDB-30294-D07,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW043-18,CCDB-30294-D07,M3,BOLD:ACN5167,,632,0
ASSBW045-18,CCDB-30294-D09,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW045-18,CCDB-30294-D09,M3,BOLD:ACN5167,,658,0
ASSBW054-18,CCDB-30294-E06,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW054-18,CCDB-30294-E06,M1,BOLD:ACN5167,,465,0
ASSBW056-18,CCDB-30294-E08,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW056-18,CCDB-30294-E08,M1,BOLD:ACN5167,,658,0
ASSBW069-18,CCDB-30294-F09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW069-18,CCDB-30294-F09,M6,BOLD:ACN5167,,658,0
ASSBW079-18,CCDB-30294-G07,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW079-18,CCDB-30294-G07,M6,BOLD:ACN5167,,658,0
ASSBW084-18,CCDB-30294-G12,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW084-18,CCDB-30294-G12,M6,BOLD:ACN5167,,658,0
ASSBW105-18,CCDB-30296-A10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN5167,ASSBW,ASSBW105-18,CCDB-30296-A10,M7,BOLD:ACN5167,,658,0
ASSBW123-18,CCDB-30296-C04,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW123-18,CCDB-30296-C04,M5,BOLD:ACN5167,,632,0
ASSBW128-18,CCDB-30296-C09,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW128-18,CCDB-30296-C09,M5,BOLD:ACN5167,,658,0
ASSBW164-18,CCDB-30296-F09,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW164-18,CCDB-30296-F09,M1,BOLD:ACN5167,,658,0
ASSBW166-18,CCDB-30296-F11,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW166-18,CCDB-30296-F11,M1,BOLD:ACN5167,,658,0
ASSBW170-18,CCDB-30296-G03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW170-18,CCDB-30296-G03,M1,BOLD:ACN5167,,658,0
ASSBW171-18,CCDB-30296-G04,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW171-18,CCDB-30296-G04,M1,BOLD:ACN5167,,633,0
ASSBW172-18,CCDB-30296-G05,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW172-18,CCDB-30296-G05,M1,BOLD:ACN5167,,658,0
ASSBW173-18,CCDB-30296-G06,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW173-18,CCDB-30296-G06,M1,BOLD:ACN5167,,658,0
ASSBW175-18,CCDB-30296-G08,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW175-18,CCDB-30296-G08,M1,BOLD:ACN5167,,658,0
ASSBW177-18,CCDB-30296-G10,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW177-18,CCDB-30296-G10,M1,BOLD:ACN5167,,658,0
ASSBW179-18,CCDB-30296-G12,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW179-18,CCDB-30296-G12,M1,BOLD:ACN5167,,658,0
ASSBW180-18,CCDB-30296-H01,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW180-18,CCDB-30296-H01,M1,BOLD:ACN5167,,658,0
ASSBW182-18,CCDB-30296-H03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW182-18,CCDB-30296-H03,M1,BOLD:ACN5167,,658,0
ASSBW183-18,CCDB-30296-H04,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW183-18,CCDB-30296-H04,M1,BOLD:ACN5167,,658,0
ASSBW184-18,CCDB-30296-H05,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW184-18,CCDB-30296-H05,M1,BOLD:ACN5167,,658,0
ASSBW185-18,CCDB-30296-H06,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACN5167,ASSBW,ASSBW185-18,CCDB-30296-H06,M1,BOLD:ACN5167,,658,0
ASSBW297-18,CCDB-30293-A12,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW297-18,CCDB-30293-A12,M4,BOLD:ACN5167,,658,0
ASSBW298-18,CCDB-30293-B01,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW298-18,CCDB-30293-B01,M4,BOLD:ACN5167,,658,0
ASSBW303-18,CCDB-30293-B06,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN5167,ASSBW,ASSBW303-18,CCDB-30293-B06,M9,BOLD:ACN5167,,658,0
ASSBW310-18,CCDB-30293-C01,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ACN5167,ASSBW,ASSBW310-18,CCDB-30293-C01,M9,BOLD:ACN5167,,658,0
ASSBW352-18,CCDB-30293-F07,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW352-18,CCDB-30293-F07,M4,BOLD:ACN5167,,658,0
ASSBW353-18,CCDB-30293-F08,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW353-18,CCDB-30293-F08,M4,BOLD:ACN5167,,658,0
ASSBW354-18,CCDB-30293-F09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ACN5167,ASSBW,ASSBW354-18,CCDB-30293-F09,M4,BOLD:ACN5167,,658,0
ASSBW008-18,CCDB-30294-A08,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN5471,ASSBW,ASSBW008-18,CCDB-30294-A08,M7,BOLD:ACN5471,,658,0
ASSBW377-18,CCDB-30293-H08,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACN9027,ASSBW,ASSBW377-18,CCDB-30293-H08,M7,BOLD:ACN9027,,652,0
ASSBW157-18,CCDB-30296-F02,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACO2477,ASSBW,ASSBW157-18,CCDB-30296-F02,M1,BOLD:ACO2477,,658,0
ASSBW292-18,CCDB-30293-A07,BFBF Plot 3|Malaise|Balsam fir dominated stand,BFBF,Plot 3,Malaise,Balsam fir dominated stand,BFBFBOLD:ACR5848,ASSBW,ASSBW292-18,CCDB-30293-A07,M3,BOLD:ACR5848,,624,0
ASSBW207-18,BL-10540Q-A03,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACU5155,ASSBW,ASSBW207-18,BL-10540Q-A03,M1,BOLD:ACU5155,,474,0
ASSBW072-18,CCDB-30294-F12,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ACW5581,ASSBW,ASSBW072-18,CCDB-30294-F12,M6,BOLD:ACW5581,,658,0
ASSBW201-18,BL-10540Q-C02,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ACX1516,ASSBW,ASSBW201-18,BL-10540Q-C02,M7,BOLD:ACX1516,,658,0
ASSBW125-18,CCDB-30296-C06,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACX8525,ASSBW,ASSBW125-18,CCDB-30296-C06,M5,BOLD:ACX8525,,658,0
ASSBW001-18,CCDB-30294-A01,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ACY4370,ASSBW,ASSBW001-18,CCDB-30294-A01,M5,BOLD:ACY4370,,658,0
ASSBW165-18,CCDB-30296-F10,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACY4370,ASSBW,ASSBW165-18,CCDB-30296-F10,M1,BOLD:ACY4370,,632,0
ASSBW167-18,CCDB-30296-F12,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACY4370,ASSBW,ASSBW167-18,CCDB-30296-F12,M1,BOLD:ACY4370,,658,0
ASSBW174-18,CCDB-30296-G07,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ACY4370,ASSBW,ASSBW174-18,CCDB-30296-G07,M1,BOLD:ACY4370,,658,0
ASNBA811-16,Acadia15-10-220,BFBF Plot 2|Reared|Balsam fir dominated stand,BFBF,Plot 2,Reared,Balsam fir dominated stand,BFBFBOLD:ACZ4302,ASNBA,ASNBA811-16,Acadia15-10-220,Acadia15-10-220,BOLD:ACZ4302,,658,0
ASNBA813-16,Acadia15-23-232a,BFMX Plot 5|Reared|Mixed stand,BFMX,Plot 5,Reared,Mixed stand,BFMXBOLD:ACZ4302,ASNBA,ASNBA813-16,Acadia15-23-232a,Acadia15-23-232a,BOLD:ACZ4302,,407,0
ASSBW097-18,CCDB-30296-A02,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ADH7667,ASSBW,ASSBW097-18,CCDB-30296-A02,M7,BOLD:ADH7667,,644,0
ASSBW189-18,CCDB-30296-H10,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ADH8183,ASSBW,ASSBW189-18,CCDB-30296-H10,M9,BOLD:ADH8183,,649,0
ASSBW340-18,CCDB-30293-E07,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ADI0850,ASSBW,ASSBW340-18,CCDB-30293-E07,M4,BOLD:ADI0850,,649,0
ASSBW037-18,CCDB-30294-D01,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:ADL8862,ASSBW,ASSBW037-18,CCDB-30294-D01,M2,BOLD:ADL8862,,643,0
ASSBW039-18,CCDB-30294-D03,BFBF Plot 2|Malaise|Balsam fir dominated stand,BFBF,Plot 2,Malaise,Balsam fir dominated stand,BFBFBOLD:ADL9265,ASSBW,ASSBW039-18,CCDB-30294-D03,M2,BOLD:ADL9265,,649,0
ASSBW324-18,CCDB-30293-D03,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ADL9306,ASSBW,ASSBW324-18,CCDB-30293-D03,M9,BOLD:ADL9306,,658,0
ASSBW248-18,BL-10540Q-B08,BFMX Plot 5|Malaise|Mixed stand,BFMX,Plot 5,Malaise,Mixed stand,BFMXBOLD:ADL9490,ASSBW,ASSBW248-18,BL-10540Q-B08,M5,BOLD:ADL9490,,625,0
ASSBW087-18,CCDB-30294-H03,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ADL9584,ASSBW,ASSBW087-18,CCDB-30294-H03,M6,BOLD:ADL9584,,658,0
ASSBW226-18,BL-10540Q-D05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ADM0151,ASSBW,ASSBW226-18,BL-10540Q-D05,M4,BOLD:ADM0151,,658,0
ASSBW272-18,BL-10540Q-B11,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFBOLD:ADM0152,ASSBW,ASSBW272-18,BL-10540Q-B11,M8,BOLD:ADM0152,,629,0
ASSBW136-18,CCDB-30296-D05,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ADM0165,ASSBW,ASSBW136-18,CCDB-30296-D05,M9,BOLD:ADM0165,,643,0
ASSBW366-18,CCDB-30293-G09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ADM0903,ASSBW,ASSBW366-18,CCDB-30293-G09,M6,BOLD:ADM0903,,652,0
ASSBW119-18,CCDB-30296-B12,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ADM2062,ASSBW,ASSBW119-18,CCDB-30296-B12,M7,BOLD:ADM2062,,658,0
ASSBW046-18,CCDB-30294-D10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ADM2151,ASSBW,ASSBW046-18,CCDB-30294-D10,M7,BOLD:ADM2151,,596,0
ASSBW168-18,CCDB-30296-G01,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ADM2602,ASSBW,ASSBW168-18,CCDB-30296-G01,M1,BOLD:ADM2602,,658,0
ASSBW176-18,CCDB-30296-G09,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ADM2602,ASSBW,ASSBW176-18,CCDB-30296-G09,M1,BOLD:ADM2602,,658,0
ASSBW296-18,CCDB-30293-A11,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXBOLD:ADM2602,ASSBW,ASSBW296-18,CCDB-30293-A11,M4,BOLD:ADM2602,,658,0
ASSBW190-18,CCDB-30296-H11,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ADM2723,ASSBW,ASSBW190-18,CCDB-30296-H11,M9,BOLD:ADM2723,,649,0
ASSBW401-18,CCDB-30297-B09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ADM7314,ASSBW,ASSBW401-18,CCDB-30297-B09,M6,BOLD:ADM7314,,658,0
ASSBW389-18,CCDB-30297-A09,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXBOLD:ADM8218,ASSBW,ASSBW389-18,CCDB-30297-A09,M6,BOLD:ADM8218,,649,0
ASSBW305-18,CCDB-30293-B08,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFBOLD:ADP2759,ASSBW,ASSBW305-18,CCDB-30293-B08,M9,BOLD:ADP2759,,658,0
ASSBW009-18,CCDB-30294-A09,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ADR7312,ASSBW,ASSBW009-18,CCDB-30294-A09,M7,BOLD:ADR7312,,658,0
ASSBW012-18,CCDB-30294-A12,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFBOLD:ADR7312,ASSBW,ASSBW012-18,CCDB-30294-A12,M7,BOLD:ADR7312,,658,0
ASSBW188-18,CCDB-30296-H09,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFBOLD:ADR7312,ASSBW,ASSBW188-18,CCDB-30296-H09,M1,BOLD:ADR7312,,658,0
ASSBW400-18,CCDB-30297-B08,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFOTU-104,ASSBW,ASSBW400-18,CCDB-30297-B08,M8,OTU-104,,473,0
ASSBW268-18,BL-10540Q-F10,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFOTU-114,ASSBW,ASSBW268-18,BL-10540Q-F10,M7,OTU-114,,473,0
ASSBW336-18,CCDB-30293-E03,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXOTU-126,ASSBW,ASSBW336-18,CCDB-30293-E03,M4,OTU-126,,479,0
ASSBW338-18,CCDB-30293-E05,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXOTU-126,ASSBW,ASSBW338-18,CCDB-30293-E05,M4,OTU-126,,476,0
ASSBW342-18,CCDB-30293-E09,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXOTU-126,ASSBW,ASSBW342-18,CCDB-30293-E09,M4,OTU-126,,479,0
ASSBW335-18,CCDB-30293-E02,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXOTU-127,ASSBW,ASSBW335-18,CCDB-30293-E02,M6,OTU-127,,464,0
ASSBW348-18,CCDB-30293-F03,BFMX Plot 4|Malaise|Mixed stand,BFMX,Plot 4,Malaise,Mixed stand,BFMXOTU-131,ASSBW,ASSBW348-18,CCDB-30293-F03,M4,OTU-131,,474,0
ASSBW332-18,CCDB-30293-D11,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXOTU-140,ASSBW,ASSBW332-18,CCDB-30293-D11,M6,OTU-140,,225,1
ASSBW388-18,CCDB-30297-A08,BFMX Plot 6|Malaise|Mixed stand,BFMX,Plot 6,Malaise,Mixed stand,BFMXOTU-153,ASSBW,ASSBW388-18,CCDB-30297-A08,M6,OTU-153,,290,2
ASSBW399-18,CCDB-30297-B07,HWBF Plot 9|Malaise|Hardwood dominated stand,HWBF,Plot 9,Malaise,Hardwood dominated stand,HWBFOTU-155,ASSBW,ASSBW399-18,CCDB-30297-B07,M9,OTU-155,,464,0
ASNBA606-16,Acadia15-33-128,HWBF Plot 7|Reared|Hardwood dominated stand,HWBF,Plot 7,Reared,Hardwood dominated stand,HWBFOTU-3,ASNBA,ASNBA606-16,Acadia15-33-128,Acadia15-33-128,OTU-3,,658,0
ASNBA710-16,Acadia15-19-93,BFMX Plot 4|Reared|Mixed stand,BFMX,Plot 4,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA710-16,Acadia15-19-93,Acadia15-19-93,OTU-3,,636,0
ASNBA720-16,Acadia15-24-103,BFMX Plot 5|Reared|Mixed stand,BFMX,Plot 5,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA720-16,Acadia15-24-103,Acadia15-24-103,OTU-3,,658,0
ASNBA756-16,Acadia15-26-156,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA756-16,Acadia15-26-156,Acadia15-26-156,OTU-3,,639,0
ASNBA778-16,Acadia15-6-192,BFBF Plot 2|Reared|Balsam fir dominated stand,BFBF,Plot 2,Reared,Balsam fir dominated stand,BFBFOTU-3,ASNBA,ASNBA778-16,Acadia15-6-192,Acadia15-6-192,OTU-3,,658,0
ASNBA812-16,Acadia15-19-229,BFMX Plot 4|Reared|Mixed stand,BFMX,Plot 4,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA812-16,Acadia15-19-229,Acadia15-19-229,OTU-3,,407,0
ASNBA821-16,Acadia15-20-224a,BFMX Plot 4|Reared|Mixed stand,BFMX,Plot 4,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA821-16,Acadia15-20-224a,Acadia15-20-224a,OTU-3,,658,0
ASNBA822-16,Acadia15-20-224b,BFMX Plot 4|Reared|Mixed stand,BFMX,Plot 4,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA822-16,Acadia15-20-224b,Acadia15-20-224b,OTU-3,,407,0
ASNBA826-16,Acadia15-26-227a,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA826-16,Acadia15-26-227a,Acadia15-26-227a,OTU-3,,658,0
ASNBA827-16,Acadia15-26-227b,BFMX Plot 6|Reared|Mixed stand,BFMX,Plot 6,Reared,Mixed stand,BFMXOTU-3,ASNBA,ASNBA827-16,Acadia15-26-227b,Acadia15-26-227b,OTU-3,,407,0
ASSBW049-18,CCDB-30294-E01,BFBF Plot 1|Malaise|Balsam fir dominated stand,BFBF,Plot 1,Malaise,Balsam fir dominated stand,BFBFOTU-43,ASSBW,ASSBW049-18,CCDB-30294-E01,M1,OTU-43,,469,0
ASSBW063-18,CCDB-30294-F03,HWBF Plot 8|Malaise|Hardwood dominated stand,HWBF,Plot 8,Malaise,Hardwood dominated stand,HWBFOTU-53,ASSBW,ASSBW063-18,CCDB-30294-F03,M8,OTU-53,,479,0
ASSBW104-18,CCDB-30296-A09,HWBF Plot 7|Malaise|Hardwood dominated stand,HWBF,Plot 7,Malaise,Hardwood dominated stand,HWBFOTU-65,ASSBW,ASSBW104-18,CCDB-30296-A09,M7,OTU-65,,466,0
ASNBA774-16,Acadia15-43-173,HWBF Plot 9|Reared|Hardwood dominated stand,HWBF,Plot 9,Reared,Hardwood dominated stand,HWBFOTU-7,ASNBA,ASNBA774-16,Acadia15-43-173,Acadia15-43-173,OTU-7,,407,0
