ProcessID,SampleID,CollectionNotes,Project Code,BIN,OTU,Collection Date
ASSPP927-08,EE-13510-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,22-Jul-1986
ASSPQ279-09,EE-410-90 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4053,OTU-56,16-Jul-1990
ASSPQ307-09,EE-1279-89 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4053,OTU-56,20-Jul-1989
ASSPP730-08,EE-13486-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4053,OTU-56,22-Jul-1986
ASSPP903-08,EE-6775-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4053,OTU-56,18-Jul-1988
ASSPQ221-09,EE-233-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,04-Jul-1986
ASSPQ265-09,EE-482-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4053,OTU-56,11-Jul-1986
ASSPQ261-09,EE-303-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4053,OTU-56,07-Jul-1986
ASSPQ219-09,EE-176-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,03-Jul-1986
ASSPQ223-09,EE-665-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,14-Jul-1986
ASSPQ231-09,EE-68-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4053,OTU-56,26-Jun-1986
ASSPQ252-09,EE-223-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,03-Jul-1986
ASSPQ254-09,EE-646-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,14-Jul-1986
ASSPQ594-09,EE-99-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4053,OTU-56,26-Jun-1985
ASSPP884-08,EE-12851-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4053,OTU-56,15-Jul-1986
ASSPQ241-09,EE-139-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,23-Jul-1988
ASSPQ242-09,EE-152-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,23-Jul-1988
ASSPQ300-09,EE-267-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,27-Jun-1988
ASSPQ301-09,EE-271-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,27-Jun-1988
ASSPQ303-09,EE-327-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,30-Jun-1988
ASSPQ240-09,EE-93-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,20-Jul-1988
ASSPQ239-09,EE-86-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,20-Jun-1988
ASSPQ244-09,EE-226-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,27-Jun-1988
ASSPQ246-09,EE-265-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4055,OTU-78,27-Jun-1988
ASSPP126-08,EE-603-93 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4312,OTU-8,28-Jun-1993
ASSPP918-08,EE-7035-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,02-Aug-1988
ASSPP924-08,EE-7088ii-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPQ047-08,EE-12813ii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,15-Jul-1986
ASSPQ049-08,EE-12824-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,15-Jul-1986
ASSPQ053-08,EE-13308i-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,18-Jul-1986
ASSPQ071-08,EE-3909-92 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,27-Jul-1992
ASSPQ343-09,EE-285-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,24-Jun-1985
ASSPQ347-09,EE-317-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,25-Jun-1985
ASSPQ349-09,EE-326-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,25-Jun-1985
ASSPQ355-09,EE-213-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,03-Jul-1986
ASSPQ364-09,EE-92-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jun-1988
ASSPQ365-09,EE-131-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,23-Jun-1988
ASSPQ366-09,EE-135-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,23-Jun-1988
ASSPQ372-09,EE-1505-89 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,27-Jul-1989
ASSPQ422-09,EE-1027-91 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,22-Jul-1991
ASSPP917-08,EE-7024-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,02-Aug-1988
ASSPP921-08,EE-7088i-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPP925-08,EE-7088iii-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPQ029-08,EE-7714ii-87 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,07-Jul-1987
ASSPQ052-08,EE-13577-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,23-Jul-1986
ASSPQ070-08,EE-3842-92 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jul-1992
ASSPQ350-09,EE-97-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,27-Jun-1986
ASSPQ356-09,EE-215-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,03-Jul-1986
ASSPQ357-09,EE-359-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,10-Jul-1986
ASSPQ368-09,EE-147-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,23-Jun-1988
ASSPQ404-09,EE-4-88 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,22-Jun-1988
ASSPQ416-09,EE-1314-89 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jul-1989
ASSPQ423-09,EE-1187-91 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,25-Jul-1991
ASSPP919-08,EE-7057-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPP920-08,EE-7066-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPQ351-09,EE-116-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,30-Jun-1986
ASSPQ353-09,EE-166-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,02-Jul-1986
ASSPQ358-09,EE-460-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,11-Jul-1986
ASSPQ360-09,EE-55-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jun-1988
ASSPQ369-09,EE-174-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,23-Jun-1988
ASSPQ354-09,EE-205-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,03-Jul-1986
ASSPQ361-09,EE-58-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jun-1988
ASSPQ363-09,EE-64-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,20-Jun-1988
ASSPQ046-08,EE-12796ii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,15-Jul-1986
ASSPQ048-08,EE-12815ii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,15-Jul-1986
ASSPQ051-08,EE-13312-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,18-Jul-1986
ASSPQ342-09,EE-202-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,21-Jun-1985
ASSPQ346-09,EE-293-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,25-Jun-1985
ASSPP926-08,EE-7088iv-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,04-Aug-1988
ASSPQ419-09,EE-400-90 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,16-Jul-1990
ASSPQ345-09,EE-292-85 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,25-Jun-1985
ASSPQ406-09,EE-9-88 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4401,OTU-121,22-Jun-1988
ASSPQ421-09,EE-535-91 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,11-Jul-1991
ASSPQ418-09,EE-833-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,14-Jul-1988
ASSPP916-08,EE-7020-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4401,OTU-121,02-Aug-1988
ASSPP894-08,EE-13309ii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,18-Jul-1986
ASSPP895-08,EE-13504ii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,22-Jul-1986
ASSPQ415-09,EE-661ii-87 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4401,OTU-121,09-Jul-1987
ASSPQ103-09,EE-17ii-87 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4404,OTU-82,16-Jun-1987
ASSPQ119-09,EE-1073-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4404,OTU-82,22-Jul-1986
ASSPQ136-09,EE-836iii-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4404,OTU-82,16-Jul-1986
ASSPQ148-09,EE-119-88 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4404,OTU-82,07-Jul-1988
ASSPQ151-09,EE-91-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4404,OTU-82,20-Jun-1988
ASSPQ098-09,EE-17i-87 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4404,OTU-82,16-Jun-1987
ASSPQ115-09,EE-241-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4404,OTU-82,27-Jun-1988
ASSPQ117-09,EE-399-88 P3,"Plot 3_Site composition: 50% balsam fir (Abies balsamea (L.) Mill.), 36% red spruce (Picea rubens Sarg.), 14% white birch (Betula papyrifera Marsh.)",ASSPP,BOLDAAA4404,OTU-82,04-Jul-1988
ASSPQ125-09,EE-862ii-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4404,OTU-82,17-Jul-1986
ASSPQ126-09,EE-884i-86 P1,"Plot 1_Site composition: 98% balsam fir (Abies balsamea (L.) Mill.), 1% red spruce (Picea rubens Sarg.), 1% red maple (Acer rubrum L.)",ASSPP,BOLDAAA4404,OTU-82,17-Jul-1986
ASSPQ130-09,EE-648-86 P2,"Plot 2_Site composition: 77% balsam fir (Abies balsamea (L.) Mill.), 12% red maple (Acer rubrum L), 8% red (Picea rubens Sarg.) and white spruce (Picea glauca Moench.), 1% eastern white pine (Pinus strobus L.) and 2% other hardwood species",ASSPP,BOLDAAA4404,OTU-82,15-Jul-1986
